0,6891,97.82,4,True
0,4243,229.2,1,True
0,7964,445.39,2,True
0,4971,390.22,4,True
0,5869,247.12,4,True
0,3579,225.11,4,True
0,2282,75.41,2,True
1,1554,223.53,3,True
1,4106,127.95,2,True
1,9864,3.35,2,True
2,1619,373.28,4,False
2,1209,20.87,3,True
2,5412,487.55,1,True
2,9175,144.1,3,True
2,5800,360.69,4,True
3,3351,87.96,5,True
3,7817,81.13,2,True
3,8544,392.35,5,True
3,1021,152.22,1,True
3,231,14.35,5,True
3,6538,153.95,3,False
4,8087,429.9,5,True
5,5329,301.51,1,False
5,1032,1.88,1,True
5,9301,329.63,3,True
5,3911,234.78,3,True
6,7340,208.33,1,True
6,1319,217.54,1,True
6,8325,342.23,2,True
6,1788,115.26,5,True
6,9036,139.02,4,True
6,2047,104.88,2,True
6,5455,162.13,1,True
6,3333,269.59,3,True
6,8973,211.54,4,True
7,7291,352.07,4,True
7,9771,303.94,5,True
7,5195,418.31,2,True
7,3967,203.7,1,True
7,3013,389.11,2,True
8,541,11.09,5,True
8,4262,366.88,2,True
8,1133,214.63,2,True
9,2451,116.31,3,True
9,1315,370.65,5,True
9,8860,66.21,4,True
10,8595,201.95,2,True
10,8550,83.28,5,True
10,3526,397.48,5,True
10,9667,109.15,5,True
10,9501,369.21,4,True
10,7384,2.76,5,True
10,5857,179.14,2,True
11,1890,171.83,1,True
11,9620,24.67,1,True
11,5495,84.78,1,True
11,3983,17.93,2,True
11,4443,117.84,4,True
11,3614,105.63,1,True
12,5449,232.78,2,True
12,1019,486.88,2,True
12,2399,336.54,2,True
13,742,31.43,4,True
13,8754,386.07,5,True
13,1214,426.74,3,True
13,2041,408.91,4,True
14,9935,497.34,2,True
14,1962,350.0,1,True
14,1500,70.5,5,True
14,1903,89.21,5,True
15,355,25.51,2,True
15,3032,449.45,3,False
15,2031,254.83,1,True
15,3454,173.16,1,False
15,1002,39.34,2,True
15,375,71.37,1,True
15,6980,156.82,3,True
15,1666,61.6,2,True
15,1150,394.84,4,True
15,1184,459.37,1,True
16,5740,88.13,4,True
16,2955,409.51,4,True
16,8254,185.95,5,True
16,646,456.4,4,True
16,1655,204.26,4,True
17,3267,126.13,3,True
17,5876,447.46,4,False
17,7707,181.25,2,True
17,2776,347.3,2,True
17,3335,283.3,4,False
17,952,164.37,4,True
17,2594,57.81,5,True
18,8675,376.05,1,True
18,1921,302.94,2,True
18,7248,125.71,5,True
18,2866,373.11,3,True
18,7731,282.62,2,True
18,6718,32.41,2,True
19,5103,313.7,3,True
19,5853,85.6,2,True
19,4112,174.01,2,True
19,9188,400.85,3,True
19,204,184.48,1,True
19,1297,408.89,1,True
19,750,292.16,5,True
19,4606,10.71,5,True
19,3938,23.51,2,False
20,5771,487.95,2,True
20,4717,387.34,2,True
20,5888,41.72,3,True
20,2169,99.07,2,False
20,5086,387.82,4,True
20,6795,425.81,2,True
20,1323,85.7,1,True
20,9749,160.68,5,True
21,2623,164.46,4,True
21,3657,244.29,2,True
21,7345,46.81,1,True
21,9312,163.91,2,True
21,517,172.33,2,True
21,9302,147.92,5,True
22,2715,438.93,2,True
23,4248,0.82,5,True
23,2584,246.44,3,True
24,7984,16.23,2,True
24,9897,149.07,5,False
24,2,45.86,1,True
24,8106,184.04,5,True
24,5114,100.24,1,True
24,818,162.17,2,True
24,3083,495.36,2,True
24,1370,308.27,3,False
24,2142,379.13,2,True
25,6841,203.63,1,True
25,56,81.23,4,True
25,236,120.43,4,False
25,39,124.62,2,True
25,8661,262.79,1,True
25,1606,122.93,4,True
25,1953,51.13,5,True
26,4955,482.27,4,True
26,2986,140.06,5,True
26,7795,408.05,1,True
26,1333,34.65,1,True
27,7422,206.54,3,True
27,4203,454.88,3,True
27,8536,141.39,2,True
27,5688,19.95,3,True
27,2531,172.96,3,True
28,694,114.2,1,True
29,4255,484.39,3,True
29,5158,363.93,5,True
29,9300,13.53,3,True
29,9958,11.6,1,True
30,7515,15.59,5,True
30,7135,391.39,4,True
30,8816,111.42,4,True
30,3406,256.25,4,True
30,9624,136.98,4,True
30,146,494.95,1,True
30,2476,409.31,2,True
30,5466,293.02,2,True
31,1536,298.47,4,True
31,585,369.15,2,True
31,4420,426.08,4,True
31,2451,116.31,1,True
31,4748,275.94,1,True
31,6474,256.16,3,True
32,4808,474.77,4,True
32,7834,408.39,3,False
32,3928,99.58,4,True
33,2943,75.04,3,True
33,1162,495.52,1,True
33,6608,116.84,4,True
33,4905,34.77,3,True
33,1782,269.15,3,True
34,7884,333.02,3,True
34,5523,401.01,4,True
34,2037,97.6,4,True
34,1901,111.78,3,True
34,8159,447.85,5,True
34,620,245.66,3,True
34,5493,137.78,4,False
34,2554,38.39,1,True
34,9257,336.78,4,True
35,1079,153.3,4,True
35,3246,172.41,2,False
36,1002,39.34,5,True
36,129,303.09,3,True
36,6455,7.14,2,True
36,8507,366.74,5,True
37,8006,263.39,5,True
37,3560,175.23,2,True
37,1371,276.27,4,True
37,3609,475.29,1,True
37,9593,447.16,5,False
37,2731,135.83,4,True
37,3147,166.77,4,True
37,1886,417.93,1,True
38,8615,464.14,5,True
39,1949,108.88,4,True
39,6522,429.28,1,True
39,3397,317.81,3,True
39,690,411.59,2,True
40,2398,78.51,5,True
40,3245,340.23,2,True
40,6196,10.41,4,True
40,8956,142.96,4,True
40,1717,202.39,3,True
40,7998,182.67,4,True
40,9246,309.5,3,True
40,6939,488.03,3,True
40,8123,124.53,2,True
40,5287,86.51,5,True
41,3310,360.0,2,True
41,9992,465.63,5,True
41,160,306.5,2,True
41,5217,32.55,3,True
41,583,378.03,2,True
41,2433,229.06,5,True
41,9878,199.36,4,True
41,6215,82.55,4,True
42,7708,500.98,3,True
42,1387,353.39,5,True
42,646,456.4,5,True
42,3690,193.26,5,True
42,667,493.65,3,True
43,7350,128.6,4,True
44,2439,261.47,1,True
44,7550,240.1,2,True
44,8276,63.35,2,True
45,8232,239.33,1,True
45,9404,214.58,3,True
45,8488,433.54,1,False
45,9836,70.16,1,True
45,6986,356.72,2,False
45,3377,170.02,1,True
45,8777,15.34,3,True
45,6847,131.78,3,True
45,6368,486.45,3,True
46,3827,167.29,5,True
46,4,23.69,1,False
46,2983,433.88,4,True
46,8308,232.29,2,True
46,4173,33.21,1,True
46,1077,494.52,3,True
46,4298,85.83,4,True
46,6692,49.8,1,True
46,6293,120.01,1,True
46,2686,132.2,2,True
47,3915,181.43,3,True
47,5474,414.98,5,True
47,589,362.43,3,True
48,2309,318.98,4,True
48,9864,3.35,4,False
48,1338,26.9,3,True
48,2483,146.46,4,True
48,6740,223.36,2,True
48,7644,242.74,3,True
48,7523,141.06,2,True
49,7716,195.97,3,False
49,2481,425.45,4,True
50,9803,248.77,3,True
51,5307,301.77,1,True
51,8999,346.38,5,True
51,5681,313.91,5,True
52,8034,169.57,3,True
52,986,279.4,5,True
52,7656,422.56,4,True
52,5537,31.81,4,True
52,2038,281.77,2,True
52,4858,148.45,2,True
52,6356,230.43,2,True
53,8504,169.9,2,True
53,626,177.59,1,True
54,6088,157.6,5,False
54,3121,114.09,2,True
54,5843,421.04,5,True
54,1235,262.0,3,True
54,656,455.18,5,True
54,4188,47.51,3,True
54,8527,324.0,1,True
54,9334,170.09,1,True
55,3763,206.99,2,True
55,8233,169.94,2,True
55,8583,289.58,3,True
55,8311,382.25,2,True
56,2387,491.59,3,True
56,9275,468.51,5,True
57,1717,202.39,4,True
57,1031,485.71,3,True
58,2559,69.47,5,False
58,504,193.25,5,True
58,7065,139.94,5,True
58,6835,98.86,3,True
58,8141,440.71,5,True
58,4141,222.33,3,True
58,5779,85.14,3,True
59,5887,368.1,3,True
59,482,178.27,5,True
60,2915,437.73,4,True
60,3778,427.89,3,True
60,1156,22.89,5,True
60,2349,493.98,2,True
60,53,405.65,1,True
60,2021,8.69,3,False
61,4805,56.05,3,True
62,9910,418.67,4,True
63,3064,241.0,5,True
63,1842,13.97,4,True
63,5646,500.68,5,False
64,2133,205.12,5,True
64,3411,152.92,3,True
64,5491,384.6,4,True
64,4797,179.87,3,True
64,9068,135.61,3,True
65,3016,291.74,4,True
65,1324,210.08,1,True
65,8739,288.45,2,True
65,5045,389.42,5,True
65,6174,211.79,4,True
65,2053,13.35,2,True
66,8329,278.96,1,True
66,3878,332.39,4,False
66,3014,153.17,2,True
66,6105,23.39,3,True
66,758,145.89,2,True
66,9856,48.78,3,True
67,1277,166.45,1,True
67,1200,335.23,3,True
67,6888,235.64,5,True
67,9027,309.43,3,True
67,2334,166.54,3,True
67,6922,80.36,1,True
67,5813,261.05,1,True
68,7288,337.1,1,True
68,6050,373.1,3,True
68,8673,7.37,2,True
68,6169,28.35,5,True
69,6836,278.13,5,False
70,7231,174.74,1,True
70,6089,246.18,1,True
70,7718,202.14,3,True
70,3039,405.4,4,True
70,4539,189.78,1,True
70,9151,136.43,3,True
71,7310,147.52,5,True
71,3038,25.96,2,False
71,6911,330.2,3,True
72,4063,114.55,3,True
72,5578,93.26,3,True
72,2336,244.89,4,True
73,1418,304.44,3,True
73,3338,351.08,2,True
73,31,257.14,2,True
73,7361,117.87,3,True
73,7574,199.23,2,True
73,3587,457.74,4,True
73,1878,378.57,1,False
73,4940,413.08,4,True
74,2560,207.08,5,True
74,7725,473.88,4,True
74,8156,22.05,2,False
74,3809,376.35,1,True
74,6643,136.55,1,True
74,355,25.51,2,True
74,4428,495.01,3,True
74,666,500.73,2,True
74,4208,371.66,4,True
74,8629,296.68,4,True
75,7285,186.82,4,True
75,4139,163.05,4,True
75,4645,151.52,2,False
75,3212,75.43,4,True
75,1397,61.57,2,True
75,1155,443.78,1,True
75,5013,78.68,5,True
76,1937,54.64,2,True
76,4082,459.17,4,False
76,2681,489.25,1,True
76,6800,53.7,2,True
76,4636,96.28,2,True
76,2204,47.55,3,True
77,3446,180.15,4,True
77,1726,390.02,3,True
77,8908,232.09,3,True
77,4567,129.87,2,True
77,7251,23.86,2,True
77,9315,465.29,2,True
77,2259,35.94,3,True
77,2022,441.25,3,True
