1,911,5
1,308,5
1,372,1
2,547,2
2,74,4
2,119,3
3,990,2
3,379,3
3,311,4
4,857,4
4,235,5
4,475,4
5,597,1
5,242,1
5,92,3
6,112,4
6,861,1
6,999,1
7,134,2
7,423,1
7,674,4
8,893,3
8,388,3
8,130,4
9,54,4
9,843,1
9,424,1
10,528,4
10,673,1
10,131,5
11,971,2
11,213,4
11,253,1
12,878,4
12,257,5
12,905,3
13,169,3
13,750,5
13,797,4
14,418,2
14,572,4
14,304,4
15,999,5
15,198,3
15,924,5
16,551,1
16,351,1
16,311,3
17,523,5
17,146,3
17,870,1
18,389,1
18,246,3
18,698,1
19,589,3
19,425,4
19,325,5
20,650,5
20,324,3
20,563,1
21,509,5
21,96,1
21,90,1
22,191,3
22,383,1
22,387,3
23,247,5
23,697,3
23,227,5
24,474,5
24,219,5
24,822,1
25,38,2
25,941,4
25,867,2
26,981,4
26,848,2
26,978,3
27,347,4
27,489,5
27,828,2
28,470,4
28,514,4
28,241,1
29,995,3
29,143,1
29,845,4
30,934,2
30,841,3
30,392,3
31,232,3
31,683,5
31,816,4
32,796,4
32,89,2
32,913,4
33,333,5
33,298,4
33,787,5
34,950,4
34,906,5
34,192,3
35,148,5
35,772,2
35,649,1
36,828,1
36,283,5
36,488,2
37,172,3
37,61,3
37,757,5
38,719,2
38,287,2
38,209,3
39,541,2
39,571,3
39,297,5
40,985,3
40,536,4
40,677,4
41,593,1
41,929,2
41,633,5
42,625,2
42,149,4
42,954,4
43,405,2
43,534,3
43,516,5
44,601,4
44,804,4
44,157,4
45,9,5
45,644,1
45,691,5
46,273,5
46,250,4
46,672,5
47,461,4
47,27,4
47,895,1
48,379,1
48,959,4
48,803,4
49,424,3
49,213,5
49,593,5
50,701,2
50,851,1
50,763,1
51,467,1
51,503,2
51,415,2
52,476,5
52,77,3
52,924,1
53,988,1
53,406,2
53,312,4
54,37,1
54,995,5
54,327,1
55,811,3
55,883,5
55,487,4
56,316,4
56,872,1
56,623,5
57,42,4
57,878,5
57,792,1
58,867,3
58,788,4
58,646,1
59,766,3
59,336,5
59,766,1
60,121,2
60,98,1
60,177,4
61,430,2
61,746,2
61,526,5
62,66,5
62,450,4
62,720,3
63,876,2
63,501,1
63,28,5
64,515,2
64,709,4
64,864,4
65,944,1
65,541,3
65,566,4
66,33,1
66,399,4
66,923,5
67,736,2
67,139,4
67,207,3
68,357,4
68,990,2
68,708,5
69,612,4
69,775,4
69,983,3
70,966,5
70,917,5
70,676,4
71,357,3
71,198,4
71,819,1
72,889,2
72,636,4
72,531,4
73,412,3
73,669,4
73,158,4
74,939,3
74,711,2
74,700,3
75,795,4
75,992,4
75,722,4
76,916,1
76,978,2
76,49,4
77,322,2
77,164,1
77,624,4
78,438,1
78,332,3
78,224,5
79,355,2
79,411,2
79,579,3
80,668,4
80,736,3
80,687,1
81,97,4
81,253,4
81,400,5
82,900,2
82,432,1
82,946,3
83,82,3
83,531,5
83,9,3
84,766,5
84,456,2
84,711,5
85,763,2
85,238,1
85,612,1
86,381,5
86,702,5
86,339,2
87,511,3
87,24,3
87,883,1
88,271,1
88,524,1
88,681,1
89,265,3
89,433,4
89,820,4
90,703,2
90,329,1
90,240,4
91,734,3
91,318,3
91,577,1
92,764,4
92,963,4
92,112,5
93,508,2
93,395,5
93,65,1
94,880,2
94,892,1
94,400,5
95,463,5
95,682,4
95,647,2
96,640,3
96,103,5
96,957,3
97,472,1
97,547,1
97,259,3
98,755,2
98,786,3
98,821,2
99,563,3
99,221,2
99,902,3
100,221,1
100,161,1
100,590,1
101,305,5
101,495,1
101,67,5
102,418,3
102,207,5
102,442,3
103,412,4
103,149,4
103,939,3
104,237,3
104,336,2
104,141,4
105,987,3
105,688,3
105,725,2
106,443,4
106,55,3
106,391,1
107,934,1
107,519,5
107,547,4
108,658,2
108,667,3
108,636,5
109,725,3
109,797,1
109,299,2
110,233,1
110,385,5
110,306,4
111,908,4
111,2,5
111,115,5
112,490,4
112,235,2
112,8,1
113,867,5
113,348,2
113,504,4
114,529,3
114,925,5
114,946,4
115,107,4
115,582,4
115,43,3
116,676,5
116,133,3
116,34,2
117,953,3
117,524,3
117,70,1
118,958,4
118,645,5
118,266,4
119,785,3
119,863,2
119,331,3
120,43,3
120,321,5
120,115,3
121,34,4
121,930,2
121,887,5
122,196,1
122,862,3
122,757,5
123,288,2
123,979,1
123,264,2
124,615,1
124,397,4
124,994,3
125,238,1
125,945,3
125,696,3
126,50,3
126,457,3
126,658,5
127,239,5
127,984,3
127,403,4
128,765,1
128,859,2
128,92,1
129,102,3
129,810,3
129,161,1
130,24,2
130,137,1
130,944,1
131,489,2
131,213,4
131,983,2
132,784,3
132,824,2
132,831,1
133,113,5
133,319,3
133,4,1
134,995,1
134,2,5
134,372,4
135,315,2
135,668,2
135,798,3
136,805,2
136,606,1
136,514,5
137,921,3
137,394,5
137,405,3
138,756,4
138,766,3
138,111,2
139,579,5
139,150,3
139,827,4
140,293,3
140,41,2
140,672,5
141,327,4
141,539,3
141,472,1
142,4,1
142,233,2
142,640,4
143,585,2
143,975,3
143,542,3
144,644,2
144,634,1
144,383,1
145,812,1
145,14,5
145,910,5
146,540,3
146,244,3
146,597,2
147,740,4
147,721,5
147,304,2
148,878,3
148,154,1
148,478,4
149,20,5
149,947,1
149,239,1
150,79,1
150,80,4
150,92,3
151,623,4
151,437,3
151,367,5
152,105,2
152,320,5
152,894,4
153,552,3
153,6,4
153,728,4
154,483,1
154,243,4
154,533,3
155,18,2
155,352,2
155,282,1
156,211,5
156,770,3
156,606,4
157,773,5
157,62,5
157,281,5
158,385,2
158,760,1
158,554,1
159,659,1
159,352,3
159,236,5
160,411,1
160,245,2
160,422,4
161,453,5
161,346,5
161,369,3
162,46,2
162,160,5
162,53,2
163,180,5
163,967,3
163,109,2
164,730,3
164,647,4
164,158,5
165,170,3
165,810,1
165,847,4
166,390,1
166,158,1
166,497,1
167,29,3
167,290,5
167,132,5
168,112,2
168,131,5
168,42,5
169,404,4
169,626,3
169,618,2
170,892,4
170,516,4
170,939,5
171,975,5
171,286,1
171,867,2
172,195,2
172,634,3
172,151,2
173,338,5
173,495,4
173,234,5
174,824,1
174,714,2
174,636,3
175,217,4
175,382,4
175,335,4
176,569,1
176,270,5
176,45,3
177,116,2
177,599,5
177,729,5
178,243,3
178,693,5
178,513,5
179,57,1
179,390,4
179,803,3
180,628,1
180,422,2
180,815,4
181,384,3
181,748,3
181,44,4
182,301,2
182,697,4
182,356,4
183,800,2
183,40,3
183,926,3
184,936,4
184,50,1
184,713,5
185,852,4
185,754,4
185,293,2
186,353,2
186,210,2
186,661,5
187,55,1
187,743,1
187,690,5
188,690,2
188,777,4
188,638,4
189,270,1
189,794,4
189,213,4
190,106,2
190,291,3
190,895,4
191,901,3
191,777,5
191,21,4
192,401,3
192,933,1
192,97,2
193,575,1
193,727,5
193,224,2
194,993,2
194,346,4
194,112,2
195,5,2
195,402,4
195,433,2
196,749,3
196,362,5
196,213,4
197,614,2
197,275,2
197,570,2
198,365,5
198,755,4
198,522,3
199,635,1
199,184,3
199,896,2
200,351,1
200,8,5
200,430,2
201,850,1
201,791,4
201,936,4
202,214,4
202,540,1
202,361,1
203,231,1
203,105,4
203,797,1
204,358,4
204,125,5
204,984,5
205,242,1
205,757,2
205,476,3
206,622,4
206,69,5
206,472,1
207,74,1
207,435,1
207,336,3
208,991,1
208,346,1
208,68,1
209,216,5
209,83,5
209,148,4
210,919,5
210,763,1
210,499,3
211,54,2
211,843,1
211,359,1
212,398,4
212,538,5
212,175,1
213,297,4
213,253,3
213,744,4
214,585,4
214,146,5
214,772,3
215,874,4
215,897,3
215,313,4
216,864,4
216,117,4
216,130,1
217,420,3
217,582,5
217,32,5
218,420,5
218,53,2
218,691,5
219,521,3
219,840,2
219,883,1
220,659,5
220,107,3
220,508,5
221,83,5
221,61,3
221,296,1
222,759,3
222,676,4
222,577,4
223,764,3
223,296,4
223,17,4
224,433,2
224,969,3
224,56,1
225,60,4
225,557,2
225,499,1
226,446,1
226,949,2
226,42,2
227,126,4
227,751,2
227,230,3
228,715,1
228,562,3
228,513,5
229,669,1
229,608,2
229,260,3
230,279,1
230,101,2
230,201,5
231,52,2
231,721,2
231,688,3
232,374,2
232,266,3
232,101,4
233,630,3
233,100,4
233,162,2
234,276,3
234,470,2
234,683,3
235,487,1
235,185,3
235,339,2
236,51,1
236,943,5
236,284,4
237,246,4
237,675,1
237,88,5
238,782,3
238,873,1
238,513,4
239,661,4
239,43,2
239,484,2
240,196,5
240,913,1
240,784,4
241,718,2
241,355,1
241,520,5
242,853,5
242,535,5
242,719,3
243,866,2
243,351,5
243,558,4
244,933,4
244,957,2
244,824,4
245,445,5
245,892,5
245,157,2
246,851,4
246,859,5
246,649,2
247,590,4
247,464,3
247,227,5
248,98,4
248,667,3
248,996,5
249,394,2
249,840,4
249,900,3
250,85,3
250,908,2
250,25,3
251,39,1
251,533,2
251,761,1
252,769,5
252,31,5
252,668,2
253,330,4
253,520,2
253,970,5
254,337,4
254,727,5
254,636,4
255,714,1
255,401,1
255,798,3
256,234,2
256,913,2
256,249,4
257,513,4
257,408,1
257,688,1
258,245,1
258,260,4
258,168,3
259,691,3
259,856,2
259,457,4
260,259,2
260,876,2
260,965,1
261,653,4
261,417,5
261,300,2
262,975,5
262,334,3
262,570,2
263,155,3
263,348,2
263,145,4
264,292,5
264,655,2
264,644,1
265,601,1
265,150,1
265,56,2
266,85,3
266,779,5
266,874,5
267,866,3
267,742,2
267,638,3
268,597,4
268,879,3
268,537,2
269,873,5
269,164,3
269,392,5
270,778,5
270,297,5
270,633,5
271,998,5
271,876,2
271,171,5
272,594,3
272,481,4
272,767,3
273,43,1
273,145,3
273,374,1
274,169,3
274,628,1
274,805,4
275,446,3
275,816,2
275,687,3
276,407,4
276,782,1
276,863,1
277,350,3
277,725,5
277,55,5
278,931,2
278,436,1
278,799,5
279,985,5
279,43,5
279,609,2
280,570,3
280,376,5
280,668,3
281,510,4
281,105,5
281,918,5
282,13,4
282,386,4
282,323,3
283,850,2
283,901,4
283,696,4
284,874,3
284,363,4
284,619,4
285,857,3
285,770,2
285,418,4
286,742,3
286,673,4
286,456,4
287,553,2
287,526,5
287,423,3
288,679,2
288,870,2
288,906,3
289,656,1
289,281,3
289,437,4
290,279,2
290,963,1
290,489,4
291,761,1
291,428,1
291,874,3
292,552,4
292,707,2
292,832,5
293,311,5
293,395,2
293,945,2
294,75,5
294,231,4
294,328,5
295,182,1
295,101,3
295,758,2
296,144,1
296,30,5
296,827,5
297,201,4
297,447,3
297,669,1
298,154,2
298,599,1
298,194,2
299,774,1
299,357,3
299,200,4
300,740,2
300,926,4
300,279,2
301,554,2
301,779,3
301,583,5
302,676,5
302,976,4
302,311,3
303,453,1
303,759,3
303,463,2
304,41,5
304,193,2
304,796,2
305,81,3
305,958,4
305,455,4
306,985,3
306,606,1
306,620,5
307,187,5
307,628,2
307,209,3
308,444,5
308,160,1
308,363,4
309,9,2
309,431,1
309,93,1
310,529,4
310,795,1
310,640,4
311,465,4
311,716,1
311,379,4
312,170,4
312,254,5
312,613,5
313,322,5
313,354,1
313,593,2
314,507,4
314,871,5
314,168,4
315,286,4
315,951,3
315,912,4
316,216,5
316,144,2
316,141,2
317,938,3
317,55,1
317,649,1
318,927,2
318,619,2
318,520,4
319,969,2
319,741,5
319,810,2
320,69,1
320,842,2
320,208,3
321,989,2
321,722,4
321,507,3
322,628,2
322,421,3
322,384,1
323,863,2
323,140,5
323,287,4
324,486,5
324,762,3
324,708,4
325,272,3
325,648,5
325,55,5
326,946,4
326,481,4
326,743,3
327,804,3
327,17,2
327,168,3
328,674,3
328,718,1
328,426,5
329,579,5
329,300,3
329,625,3
330,509,3
330,780,2
330,251,3
331,446,1
331,285,2
331,5,3
332,560,5
332,128,1
332,858,4
333,616,1
333,274,4
333,567,3
334,971,5
334,737,2
334,337,5
335,325,4
335,347,5
335,845,4
336,119,2
336,712,5
336,234,2
337,73,5
337,697,1
337,297,5
338,607,1
338,261,5
338,886,4
339,405,2
339,679,2
339,434,4
340,279,1
340,446,5
340,389,3
341,518,4
341,911,3
341,809,5
342,990,5
342,273,3
342,207,2
343,621,4
343,100,2
343,198,1
344,753,1
344,286,3
344,628,5
345,92,3
345,694,2
345,461,3
346,16,1
346,754,1
346,437,4
347,703,5
347,576,3
347,741,5
348,308,4
348,342,3
348,764,4
349,569,1
349,281,1
349,567,3
350,238,1
350,777,4
350,37,1
351,965,1
351,743,1
351,591,1
352,925,4
352,425,5
352,907,2
353,198,4
353,226,3
353,970,5
354,893,5
354,471,1
354,879,3
355,447,2
355,729,2
355,26,3
356,28,3
356,573,3
356,376,1
357,91,4
357,907,5
357,115,1
358,195,1
