1,721,4
1,371,2
1,118,7
2,597,9
2,641,5
2,367,3
3,841,9
3,774,10
3,529,9
4,62,3
4,948,8
4,3,4
5,314,7
5,925,2
5,793,1
6,787,7
6,997,6
6,352,7
7,432,9
7,985,3
7,448,9
8,96,6
8,792,1
8,306,2
9,244,3
9,631,5
9,684,1
10,946,7
10,406,2
10,84,2
11,989,6
11,29,8
11,25,3
12,259,5
12,671,6
12,400,5
13,281,1
13,549,3
13,658,3
14,878,3
14,112,6
14,908,3
15,866,5
15,699,1
15,597,1
16,104,2
16,428,8
16,536,8
17,341,4
17,196,4
17,366,8
18,746,1
18,122,4
18,237,9
19,636,2
19,481,7
19,744,9
20,180,2
20,633,9
20,45,10
21,601,10
21,665,6
21,648,9
22,499,10
22,255,4
22,47,10
23,490,3
23,466,9
23,491,5
24,697,9
24,527,1
24,131,3
25,635,8
25,654,10
25,916,1
26,733,6
26,773,5
26,14,1
27,307,9
27,544,9
27,293,9
28,482,1
28,815,10
28,745,8
29,841,3
29,991,7
29,207,1
30,510,5
30,289,9
30,13,1
31,977,10
31,378,8
31,351,8
32,898,4
32,641,5
32,424,9
33,633,4
33,518,1
33,387,8
34,983,7
34,443,2
34,882,9
35,134,10
35,97,2
35,906,4
36,418,4
36,38,7
36,140,6
37,152,5
37,961,6
37,319,2
38,253,7
38,989,9
38,920,10
39,192,9
39,494,7
39,683,6
40,457,7
40,638,1
40,209,7
41,432,3
41,727,9
41,486,1
42,358,2
42,702,4
42,211,7
43,622,1
43,550,7
43,292,5
44,808,9
44,604,9
44,825,8
45,203,5
45,34,6
45,803,10
46,618,8
46,637,9
46,710,8
47,881,6
47,265,2
47,558,4
48,136,10
48,815,10
48,4,9
49,663,7
49,247,7
49,117,7
50,792,6
50,166,2
50,871,9
51,706,3
51,122,4
51,130,2
52,780,2
52,780,7
52,338,7
53,131,1
53,117,9
53,905,9
54,835,4
54,801,9
54,45,2
55,695,8
55,431,2
55,601,2
56,444,3
56,650,6
56,501,1
57,319,1
57,42,6
57,497,7
58,263,2
58,360,6
58,887,5
59,747,5
59,539,10
59,340,6
60,636,2
60,745,6
60,708,9
61,455,10
61,866,8
61,340,9
62,248,3
62,150,6
62,212,9
63,316,9
63,956,3
63,571,6
64,16,5
64,307,3
64,176,4
65,965,3
65,888,6
65,587,3
66,658,6
66,866,8
66,523,9
67,575,3
67,254,5
67,359,1
68,356,5
68,808,7
68,172,7
69,973,7
69,308,2
69,826,4
70,847,6
70,859,8
70,803,9
71,323,8
71,661,6
71,963,2
72,380,1
72,275,3
72,938,1
73,682,4
73,407,1
73,136,10
74,355,10
74,488,10
74,602,2
75,317,3
75,396,8
75,495,2
76,576,8
76,680,5
76,671,7
77,590,4
77,622,2
77,201,1
78,475,7
78,119,1
78,548,2
79,578,6
79,532,5
79,868,9
80,808,2
80,662,4
80,945,10
81,211,6
81,577,4
81,872,6
82,294,2
82,707,5
82,959,3
83,174,2
83,350,9
83,842,10
84,488,1
84,853,8
84,270,8
85,981,8
85,899,7
85,48,6
86,710,3
86,705,8
86,827,5
87,748,3
87,167,6
87,396,9
88,217,7
88,997,5
88,162,3
89,472,3
89,681,8
89,80,4
90,408,6
90,709,4
90,344,7
91,464,8
91,345,6
91,575,6
92,826,6
92,509,10
92,392,2
93,802,3
93,148,6
93,389,3
94,948,2
94,47,4
94,292,5
95,853,3
95,59,5
95,978,9
96,283,4
96,7,8
96,420,8
97,385,2
97,349,5
97,958,1
98,383,3
98,915,9
98,189,8
99,391,7
99,792,10
99,140,2
100,415,1
100,725,3
100,302,3
101,246,4
101,7,3
101,401,1
102,906,10
102,428,2
102,961,5
103,269,4
103,730,6
103,192,5
104,113,3
104,852,8
104,38,1
105,982,7
105,781,5
105,991,6
106,660,7
106,506,6
106,681,3
107,880,8
107,797,2
107,178,7
108,908,4
108,397,10
108,13,1
109,141,7
109,941,9
109,663,5
110,245,3
110,952,3
110,550,7
111,675,2
111,755,5
111,733,9
112,780,1
112,836,9
112,941,2
113,337,7
113,201,8
113,825,9
114,301,8
114,133,6
114,925,4
115,811,5
115,621,2
115,469,10
116,772,2
116,424,6
116,618,9
117,698,3
117,850,8
117,708,10
118,597,4
118,871,9
118,783,7
119,320,3
119,267,10
119,365,7
120,722,5
120,984,10
120,713,2
121,521,10
121,307,4
121,251,2
122,792,6
122,179,6
122,702,8
123,174,2
123,993,4
123,82,8
124,602,7
124,176,1
124,108,10
125,946,3
125,772,4
125,787,10
126,142,6
126,670,2
126,446,7
127,90,7
127,716,9
127,252,2
128,649,9
128,624,1
128,451,9
129,835,1
129,439,4
129,365,5
130,576,1
130,428,2
130,748,10
131,403,6
131,773,7
131,86,7
132,981,6
132,168,9
132,447,6
133,183,9
133,548,8
133,998,1
134,818,2
134,197,4
134,151,5
135,943,4
135,617,8
135,800,3
136,252,2
136,397,5
136,104,7
137,745,9
137,740,2
137,476,4
138,527,8
138,308,6
138,565,3
139,101,8
139,842,1
139,928,2
140,370,5
140,64,3
140,542,4
141,927,2
141,777,8
141,887,8
142,750,3
142,966,3
142,524,5
143,24,5
143,961,7
143,985,2
144,778,9
144,430,2
144,398,7
145,869,6
145,524,3
145,579,10
146,395,10
146,203,8
146,43,4
147,520,1
147,78,8
147,500,2
148,242,4
148,920,7
148,414,4
149,431,9
149,220,1
149,630,8
150,877,7
150,715,3
150,962,7
151,665,1
151,997,5
151,455,5
152,117,1
152,275,10
152,625,6
153,398,3
153,283,5
153,920,4
154,222,4
154,464,6
154,709,5
155,770,2
155,218,4
155,148,1
156,925,7
156,90,6
156,722,8
157,512,2
157,161,4
157,930,4
158,365,2
158,690,5
158,798,3
159,366,2
159,160,5
159,490,6
160,278,7
160,533,6
160,710,2
161,218,7
161,864,3
161,519,2
162,43,6
162,150,7
162,319,10
163,949,2
163,702,9
163,908,7
164,139,5
164,495,5
164,331,2
165,641,8
165,48,1
165,249,7
166,306,8
166,161,7
166,965,6
167,268,5
167,871,4
167,492,2
168,813,3
168,468,7
168,210,6
169,328,10
169,167,5
169,50,3
170,406,4
170,702,7
170,736,7
171,565,1
171,569,1
171,273,8
172,63,4
172,621,10
172,857,7
173,305,1
173,204,2
173,851,3
174,406,6
174,228,1
174,345,10
175,543,8
175,560,4
175,955,3
176,541,10
176,977,8
176,404,2
177,28,3
177,848,3
177,918,8
178,827,2
178,916,8
178,45,10
179,630,1
179,851,7
179,42,4
180,565,4
180,915,10
180,473,10
181,645,7
181,241,7
181,741,10
182,601,1
182,254,10
182,648,6
183,44,3
183,167,4
183,58,4
184,85,4
184,458,1
184,586,3
185,152,7
185,950,1
185,579,7
186,275,1
186,196,6
186,761,1
187,37,3
187,614,10
187,354,10
188,314,2
188,668,3
188,153,10
189,364,1
189,140,4
189,236,3
190,814,4
190,202,6
190,950,3
191,98,7
191,714,5
191,724,7
192,211,7
192,448,10
192,954,3
193,789,1
193,150,7
193,811,4
194,82,8
194,965,5
194,841,10
195,198,9
195,517,9
195,320,7
196,163,8
196,714,9
196,114,7
197,992,6
197,598,4
197,867,3
198,757,6
198,133,10
198,777,9
199,18,7
199,254,3
199,527,2
200,760,6
200,626,10
200,857,6
201,620,9
201,547,5
201,341,8
202,176,10
202,1000,6
202,643,3
203,828,5
203,182,5
203,74,1
204,259,5
204,684,8
204,801,5
205,398,4
205,604,4
205,83,5
206,529,3
206,787,3
206,196,9
207,737,2
207,76,10
207,126,4
208,693,9
208,414,10
208,874,3
209,686,4
209,562,10
209,646,4
210,668,8
210,406,10
210,618,2
211,313,5
211,684,2
211,577,3
212,985,4
212,995,2
212,894,7
213,555,1
213,260,9
213,150,3
214,73,9
214,207,2
214,981,9
215,261,4
215,84,10
215,588,2
216,634,7
216,494,10
216,397,6
217,12,1
217,906,3
217,778,7
218,25,3
218,189,9
218,476,3
219,982,7
219,629,6
219,406,7
220,81,3
220,696,7
220,667,10
221,332,8
221,513,4
221,893,6
222,419,7
222,109,8
222,480,3
223,760,8
223,826,1
223,683,2
224,78,1
224,290,9
224,859,1
225,694,5
225,397,2
225,640,7
226,951,1
226,676,10
226,88,9
227,23,10
227,985,9
227,633,7
228,550,1
228,523,8
228,661,9
229,742,1
229,392,3
229,94,5
230,358,5
230,192,5
230,741,6
231,39,10
231,383,8
231,500,1
232,658,2
232,412,1
232,853,10
233,791,8
233,267,9
233,422,9
234,901,5
234,181,2
234,387,1
235,936,10
235,782,5
235,938,1
236,106,5
236,703,1
236,555,5
237,972,4
237,160,1
237,571,1
238,928,4
238,884,4
238,964,7
239,529,10
239,206,3
239,837,10
240,281,5
240,754,8
240,344,9
241,396,6
241,302,5
241,746,7
242,9,5
242,903,4
242,284,8
243,711,7
243,970,3
243,972,6
244,644,2
244,735,10
244,921,10
245,588,1
245,326,4
245,502,8
246,899,5
246,105,10
246,219,5
247,622,9
247,357,5
247,360,10
248,26,7
248,724,5
248,226,4
249,848,1
249,7,8
249,642,6
250,938,9
250,731,2
250,915,4
251,389,1
251,323,1
251,867,9
252,501,3
252,220,2
252,63,8
253,710,10
253,123,10
253,958,5
254,598,9
254,1000,8
254,505,5
255,796,10
255,591,10
255,758,1
256,457,10
256,886,4
256,47,2
257,761,6
257,853,10
257,67,7
258,131,6
258,190,3
258,899,3
259,191,8
259,183,5
259,27,5
260,706,2
260,923,8
260,686,7
261,751,6
261,823,1
261,470,8
262,697,10
262,685,10
262,836,10
263,618,3
263,52,3
263,953,3
264,180,5
264,621,9
264,119,3
265,138,2
265,899,5
265,755,10
266,880,5
266,310,8
266,563,9
267,953,4
267,860,3
267,372,5
268,555,4
268,912,4
268,19,9
269,807,6
269,201,2
269,348,7
270,616,4
270,89,7
270,787,6
271,686,10
271,103,5
271,241,7
272,739,2
272,690,4
272,817,5
273,378,6
273,140,8
273,282,3
274,225,2
274,291,10
274,891,4
275,361,1
275,440,4
275,196,9
276,309,9
276,790,5
276,582,5
277,110,4
277,792,10
277,650,10
278,560,2
278,368,5
278,566,7
279,309,8
279,454,4
279,409,1
280,185,9
280,320,3
280,36,9
281,20,9
281,699,9
281,766,9
282,40,8
282,607,2
282,562,8
283,143,5
283,996,9
283,826,8
284,81,7
284,294,6
284,135,4
285,823,6
285,377,10
285,151,8
286,973,3
286,856,2
286,890,6
287,369,10
287,785,8
287,656,2
288,115,4
288,996,4
288,528,6
289,433,8
289,452,8
289,410,10
290,223,7
290,12,9
290,433,4
291,778,6
291,352,1
291,375,5
292,143,7
292,803,7
292,787,3
293,699,8
293,904,9
293,882,8
294,866,2
294,962,2
294,126,10
295,854,2
295,780,2
295,332,6
296,716,3
296,541,2
296,618,9
297,450,5
297,834,10
297,674,8
298,790,4
298,751,3
298,329,9
299,242,7
299,84,8
299,860,7
300,518,5
300,39,2
300,293,1
301,864,6
301,348,7
301,368,7
302,185,8
302,896,7
302,648,7
303,901,10
303,656,2
303,837,8
304,41,10
304,267,2
304,757,3
305,812,3
305,363,2
305,454,8
306,847,2
306,906,3
306,2,10
307,349,10
307,758,1
307,74,5
308,686,1
308,385,2
308,78,7
309,707,7
309,113,1
309,939,4
310,364,1
310,200,2
310,117,6
311,987,10
311,116,8
311,678,1
312,85,1
312,560,4
312,880,6
313,24,10
313,96,5
313,282,5
314,882,7
314,831,9
314,758,8
315,632,9
315,373,5
315,295,1
316,488,5
316,638,5
316,551,6
317,84,8
317,750,10
317,686,10
318,370,3
318,69,1
318,3,2
319,178,8
319,411,2
319,779,3
320,780,10
320,595,5
320,958,4
321,222,1
321,557,9
321,229,8
322,263,10
322,168,9
322,293,8
323,329,4
323,687,8
323,591,4
324,647,5
324,757,7
324,108,5
325,999,3
325,887,4
325,350,8
326,620,7
326,222,3
326,792,2
327,6,4
327,594,1
327,445,3
328,535,2
328,696,5
328,882,8
329,784,10
329,495,8
329,454,6
330,788,5
330,757,4
330,834,3
331,178,8
331,840,5
331,82,3
332,238,5
332,835,2
332,962,8
333,662,1
333,902,8
333,247,4
334,245,2
334,572,8
334,586,2
335,792,9
335,664,8
335,313,4
336,657,10
336,640,5
336,937,5
337,738,4
337,59,6
337,422,6
338,539,4
338,191,1
338,665,5
339,727,5
339,851,6
339,704,9
340,744,1
340,147,9
340,11,9
341,560,4
341,592,1
341,490,6
342,694,1
342,716,2
342,582,1
343,886,2
343,799,5
343,378,2
344,362,3
344,659,10
344,395,2
345,465,3
345,347,8
345,714,2
346,236,1
346,275,5
346,75,3
347,864,6
347,802,2
347,386,6
348,480,1
348,851,3
348,38,6
349,786,9
349,324,4
349,238,9
350,852,4
350,832,6
350,217,1
351,154,3
351,622,9
351,201,10
352,365,10
352,790,5
352,591,6
353,470,8
353,226,6
353,276,7
354,842,1
354,236,5
354,647,10
355,349,2
355,793,5
355,944,7
356,523,7
356,264,5
356,583,9
357,256,8
357,453,6
357,239,3
358,668,3
358,251,10
358,32,2
359,229,4
359,150,9
359,181,1
360,49,7
360,403,2
360,706,8
361,550,1
361,805,7
361,478,4
362,917,7
362,1000,1
362,570,8
363,692,2
363,532,10
363,663,8
364,409,8
364,874,3
364,932,10
365,398,10
365,625,2
365,657,2
366,567,5
366,766,3
366,753,2
367,496,5
367,386,6
367,430,4
368,371,10
368,159,10
368,626,1
369,671,7
369,335,9
369,826,1
370,837,2
370,321,9
370,998,9
371,167,8
371,566,5
371,306,8
372,232,8
372,228,10
372,36,9
373,515,8
373,811,7
373,499,10
374,872,2
374,890,8
374,319,4
375,648,5
375,916,2
375,883,10
376,681,8
376,706,6
376,775,7
377,455,4
377,205,1
377,707,6
378,540,9
378,362,2
378,735,3
379,988,7
379,52,1
